,n,Relations,FCY Result
1989,66,"[[37, 39]]","(True, 67)"
1990,66,"[[38, 40]]","(True, 67)"
1991,66,"[[39, 41]]","(True, 67)"
1992,66,"[[40, 42]]","(True, 67)"
1993,66,"[[41, 43]]","(True, 67)"
1994,66,"[[42, 44]]","(True, 67)"
1995,66,"[[43, 45]]","(True, 67)"
1996,66,"[[44, 46]]","(True, 67)"
1997,66,"[[45, 47]]","(True, 67)"
1998,66,"[[46, 48]]","(True, 67)"
1999,66,"[[47, 49]]","(True, 67)"
2000,66,"[[48, 50]]","(True, 67)"
2001,66,"[[49, 51]]","(True, 67)"
2002,66,"[[50, 52]]","(True, 67)"
2003,66,"[[51, 53]]","(True, 67)"
2004,66,"[[52, 54]]","(True, 67)"
2005,66,"[[53, 55]]","(True, 67)"
2006,66,"[[54, 56]]","(True, 67)"
2007,66,"[[55, 57]]","(True, 67)"
2008,66,"[[56, 58]]","(True, 67)"
2009,66,"[[57, 59]]","(True, 67)"
2010,66,"[[58, 60]]","(True, 67)"
2011,66,"[[59, 61]]","(True, 67)"
2012,66,"[[60, 62]]","(True, 67)"
2013,66,"[[61, 63]]","(True, 67)"
2014,66,"[[62, 64]]","(True, 67)"
2015,66,"[[63, 65]]","(True, 67)"
2016,67,"[[1, 3]]","(True, 68)"
2017,67,"[[2, 4]]","(True, 68)"
2018,67,"[[3, 5]]","(True, 68)"
2019,67,"[[4, 6]]","(True, 68)"
2020,67,"[[5, 7]]","(True, 68)"
2021,67,"[[6, 8]]","(True, 68)"
2022,67,"[[7, 9]]","(True, 68)"
2023,67,"[[8, 10]]","(True, 68)"
2024,67,"[[9, 11]]","(True, 68)"
2025,67,"[[10, 12]]","(True, 68)"
2026,67,"[[11, 13]]","(True, 68)"
2027,67,"[[12, 14]]","(True, 68)"
2028,67,"[[13, 15]]","(True, 68)"
2029,67,"[[14, 16]]","(True, 68)"
2030,67,"[[15, 17]]","(True, 68)"
2031,67,"[[16, 18]]","(True, 68)"
2032,67,"[[17, 19]]","(True, 68)"
2033,67,"[[18, 20]]","(True, 68)"
2034,67,"[[19, 21]]","(True, 68)"
2035,67,"[[20, 22]]","(True, 68)"
2036,67,"[[21, 23]]","(True, 68)"
2037,67,"[[22, 24]]","(True, 68)"
2038,67,"[[23, 25]]","(True, 68)"
2039,67,"[[24, 26]]","(True, 68)"
2040,67,"[[25, 27]]","(True, 68)"
2041,67,"[[26, 28]]","(True, 68)"
2042,67,"[[27, 29]]","(True, 68)"
2043,67,"[[28, 30]]","(True, 68)"
2044,67,"[[29, 31]]","(True, 68)"
2045,67,"[[30, 32]]","(True, 68)"
2046,67,"[[31, 33]]","(True, 68)"
2047,67,"[[32, 34]]","(True, 68)"
2048,67,"[[33, 35]]","(True, 68)"
2049,67,"[[34, 36]]","(True, 68)"
2050,67,"[[35, 37]]","(True, 68)"
2051,67,"[[36, 38]]","(True, 68)"
2052,67,"[[37, 39]]","(True, 68)"
2053,67,"[[38, 40]]","(True, 68)"
2054,67,"[[39, 41]]","(True, 68)"
2055,67,"[[40, 42]]","(True, 68)"
2056,67,"[[41, 43]]","(True, 68)"
2057,67,"[[42, 44]]","(True, 68)"
2058,67,"[[43, 45]]","(True, 68)"
2059,67,"[[44, 46]]","(True, 68)"
2060,67,"[[45, 47]]","(True, 68)"
2061,67,"[[46, 48]]","(True, 68)"
2062,67,"[[47, 49]]","(True, 68)"
2063,67,"[[48, 50]]","(True, 68)"
2064,67,"[[49, 51]]","(True, 68)"
2065,67,"[[50, 52]]","(True, 68)"
2066,67,"[[51, 53]]","(True, 68)"
2067,67,"[[52, 54]]","(True, 68)"
2068,67,"[[53, 55]]","(True, 68)"
2069,67,"[[54, 56]]","(True, 68)"
2070,67,"[[55, 57]]","(True, 68)"
2071,67,"[[56, 58]]","(True, 68)"
2072,67,"[[57, 59]]","(True, 68)"
2073,67,"[[58, 60]]","(True, 68)"
2074,67,"[[59, 61]]","(True, 68)"
2075,67,"[[60, 62]]","(True, 68)"
2076,67,"[[61, 63]]","(True, 68)"
2077,67,"[[62, 64]]","(True, 68)"
2078,67,"[[63, 65]]","(True, 68)"
2079,67,"[[64, 66]]","(True, 68)"
2080,68,"[[1, 3]]","(True, 69)"
2081,68,"[[2, 4]]","(True, 69)"
2082,68,"[[3, 5]]","(True, 69)"
2083,68,"[[4, 6]]","(True, 69)"
2084,68,"[[5, 7]]","(True, 69)"
2085,68,"[[6, 8]]","(True, 69)"
2086,68,"[[7, 9]]","(True, 69)"
2087,68,"[[8, 10]]","(True, 69)"
2088,68,"[[9, 11]]","(True, 69)"
2089,68,"[[10, 12]]","(True, 69)"
2090,68,"[[11, 13]]","(True, 69)"
2091,68,"[[12, 14]]","(True, 69)"
2092,68,"[[13, 15]]","(True, 69)"
2093,68,"[[14, 16]]","(True, 69)"
2094,68,"[[15, 17]]","(True, 69)"
2095,68,"[[16, 18]]","(True, 69)"
2096,68,"[[17, 19]]","(True, 69)"
2097,68,"[[18, 20]]","(True, 69)"
2098,68,"[[19, 21]]","(True, 69)"
2099,68,"[[20, 22]]","(True, 69)"
2100,68,"[[21, 23]]","(True, 69)"
2101,68,"[[22, 24]]","(True, 69)"
2102,68,"[[23, 25]]","(True, 69)"
2103,68,"[[24, 26]]","(True, 69)"
2104,68,"[[25, 27]]","(True, 69)"
2105,68,"[[26, 28]]","(True, 69)"
2106,68,"[[27, 29]]","(True, 69)"
2107,68,"[[28, 30]]","(True, 69)"
2108,68,"[[29, 31]]","(True, 69)"
2109,68,"[[30, 32]]","(True, 69)"
2110,68,"[[31, 33]]","(True, 69)"
2111,68,"[[32, 34]]","(True, 69)"
2112,68,"[[33, 35]]","(True, 69)"
2113,68,"[[34, 36]]","(True, 69)"
2114,68,"[[35, 37]]","(True, 69)"
2115,68,"[[36, 38]]","(True, 69)"
2116,68,"[[37, 39]]","(True, 69)"
2117,68,"[[38, 40]]","(True, 69)"
2118,68,"[[39, 41]]","(True, 69)"
2119,68,"[[40, 42]]","(True, 69)"
2120,68,"[[41, 43]]","(True, 69)"
2121,68,"[[42, 44]]","(True, 69)"
2122,68,"[[43, 45]]","(True, 69)"
2123,68,"[[44, 46]]","(True, 69)"
2124,68,"[[45, 47]]","(True, 69)"
2125,68,"[[46, 48]]","(True, 69)"
2126,68,"[[47, 49]]","(True, 69)"
2127,68,"[[48, 50]]","(True, 69)"
2128,68,"[[49, 51]]","(True, 69)"
2129,68,"[[50, 52]]","(True, 69)"
2130,68,"[[51, 53]]","(True, 69)"
2131,68,"[[52, 54]]","(True, 69)"
2132,68,"[[53, 55]]","(True, 69)"
2133,68,"[[54, 56]]","(True, 69)"
2134,68,"[[55, 57]]","(True, 69)"
2135,68,"[[56, 58]]","(True, 69)"
2136,68,"[[57, 59]]","(True, 69)"
2137,68,"[[58, 60]]","(True, 69)"
2138,68,"[[59, 61]]","(True, 69)"
2139,68,"[[60, 62]]","(True, 69)"
2140,68,"[[61, 63]]","(True, 69)"
2141,68,"[[62, 64]]","(True, 69)"
2142,68,"[[63, 65]]","(True, 69)"
2143,68,"[[64, 66]]","(True, 69)"
2144,68,"[[65, 67]]","(True, 69)"
2145,69,"[[1, 3]]","(True, 70)"
2146,69,"[[2, 4]]","(True, 70)"
2147,69,"[[3, 5]]","(True, 70)"
2148,69,"[[4, 6]]","(True, 70)"
2149,69,"[[5, 7]]","(True, 70)"
2150,69,"[[6, 8]]","(True, 70)"
2151,69,"[[7, 9]]","(True, 70)"
2152,69,"[[8, 10]]","(True, 70)"
2153,69,"[[9, 11]]","(True, 70)"
2154,69,"[[10, 12]]","(True, 70)"
2155,69,"[[11, 13]]","(True, 70)"
2156,69,"[[12, 14]]","(True, 70)"
2157,69,"[[13, 15]]","(True, 70)"
2158,69,"[[14, 16]]","(True, 70)"
2159,69,"[[15, 17]]","(True, 70)"
2160,69,"[[16, 18]]","(True, 70)"
2161,69,"[[17, 19]]","(True, 70)"
2162,69,"[[18, 20]]","(True, 70)"
2163,69,"[[19, 21]]","(True, 70)"
2164,69,"[[20, 22]]","(True, 70)"
2165,69,"[[21, 23]]","(True, 70)"
2166,69,"[[22, 24]]","(True, 70)"
2167,69,"[[23, 25]]","(True, 70)"
2168,69,"[[24, 26]]","(True, 70)"
2169,69,"[[25, 27]]","(True, 70)"
2170,69,"[[26, 28]]","(True, 70)"
2171,69,"[[27, 29]]","(True, 70)"
2172,69,"[[28, 30]]","(True, 70)"
2173,69,"[[29, 31]]","(True, 70)"
2174,69,"[[30, 32]]","(True, 70)"
2175,69,"[[31, 33]]","(True, 70)"
2176,69,"[[32, 34]]","(True, 70)"
2177,69,"[[33, 35]]","(True, 70)"
2178,69,"[[34, 36]]","(True, 70)"
2179,69,"[[35, 37]]","(True, 70)"
2180,69,"[[36, 38]]","(True, 70)"
2181,69,"[[37, 39]]","(True, 70)"
2182,69,"[[38, 40]]","(True, 70)"
2183,69,"[[39, 41]]","(True, 70)"
2184,69,"[[40, 42]]","(True, 70)"
2185,69,"[[41, 43]]","(True, 70)"
2186,69,"[[42, 44]]","(True, 70)"
2187,69,"[[43, 45]]","(True, 70)"
2188,69,"[[44, 46]]","(True, 70)"
2189,69,"[[45, 47]]","(True, 70)"
2190,69,"[[46, 48]]","(True, 70)"
2191,69,"[[47, 49]]","(True, 70)"
2192,69,"[[48, 50]]","(True, 70)"
2193,69,"[[49, 51]]","(True, 70)"
2194,69,"[[50, 52]]","(True, 70)"
2195,69,"[[51, 53]]","(True, 70)"
2196,69,"[[52, 54]]","(True, 70)"
2197,69,"[[53, 55]]","(True, 70)"
2198,69,"[[54, 56]]","(True, 70)"
2199,69,"[[55, 57]]","(True, 70)"
2200,69,"[[56, 58]]","(True, 70)"
2201,69,"[[57, 59]]","(True, 70)"
2202,69,"[[58, 60]]","(True, 70)"
2203,69,"[[59, 61]]","(True, 70)"
2204,69,"[[60, 62]]","(True, 70)"
2205,69,"[[61, 63]]","(True, 70)"
2206,69,"[[62, 64]]","(True, 70)"
2207,69,"[[63, 65]]","(True, 70)"
2208,69,"[[64, 66]]","(True, 70)"
2209,69,"[[65, 67]]","(True, 70)"
2210,69,"[[66, 68]]","(True, 70)"
2211,70,"[[1, 3]]","(True, 71)"
2212,70,"[[2, 4]]","(True, 71)"
2213,70,"[[3, 5]]","(True, 71)"
2214,70,"[[4, 6]]","(True, 71)"
2215,70,"[[5, 7]]","(True, 71)"
2216,70,"[[6, 8]]","(True, 71)"
2217,70,"[[7, 9]]","(True, 71)"
2218,70,"[[8, 10]]","(True, 71)"
2219,70,"[[9, 11]]","(True, 71)"
2220,70,"[[10, 12]]","(True, 71)"
2221,70,"[[11, 13]]","(True, 71)"
2222,70,"[[12, 14]]","(True, 71)"
2223,70,"[[13, 15]]","(True, 71)"
2224,70,"[[14, 16]]","(True, 71)"
2225,70,"[[15, 17]]","(True, 71)"
2226,70,"[[16, 18]]","(True, 71)"
2227,70,"[[17, 19]]","(True, 71)"
2228,70,"[[18, 20]]","(True, 71)"
2229,70,"[[19, 21]]","(True, 71)"
2230,70,"[[20, 22]]","(True, 71)"
2231,70,"[[21, 23]]","(True, 71)"
2232,70,"[[22, 24]]","(True, 71)"
2233,70,"[[23, 25]]","(True, 71)"
2234,70,"[[24, 26]]","(True, 71)"
2235,70,"[[25, 27]]","(True, 71)"
2236,70,"[[26, 28]]","(True, 71)"
2237,70,"[[27, 29]]","(True, 71)"
2238,70,"[[28, 30]]","(True, 71)"
2239,70,"[[29, 31]]","(True, 71)"
2240,70,"[[30, 32]]","(True, 71)"
2241,70,"[[31, 33]]","(True, 71)"
2242,70,"[[32, 34]]","(True, 71)"
2243,70,"[[33, 35]]","(True, 71)"
2244,70,"[[34, 36]]","(True, 71)"
2245,70,"[[35, 37]]","(True, 71)"
2246,70,"[[36, 38]]","(True, 71)"
2247,70,"[[37, 39]]","(True, 71)"
2248,70,"[[38, 40]]","(True, 71)"
2249,70,"[[39, 41]]","(True, 71)"
2250,70,"[[40, 42]]","(True, 71)"
2251,70,"[[41, 43]]","(True, 71)"
2252,70,"[[42, 44]]","(True, 71)"
2253,70,"[[43, 45]]","(True, 71)"
2254,70,"[[44, 46]]","(True, 71)"
2255,70,"[[45, 47]]","(True, 71)"
2256,70,"[[46, 48]]","(True, 71)"
2257,70,"[[47, 49]]","(True, 71)"
2258,70,"[[48, 50]]","(True, 71)"
2259,70,"[[49, 51]]","(True, 71)"
2260,70,"[[50, 52]]","(True, 71)"
2261,70,"[[51, 53]]","(True, 71)"
2262,70,"[[52, 54]]","(True, 71)"
2263,70,"[[53, 55]]","(True, 71)"
2264,70,"[[54, 56]]","(True, 71)"
2265,70,"[[55, 57]]","(True, 71)"
2266,70,"[[56, 58]]","(True, 71)"
2267,70,"[[57, 59]]","(True, 71)"
2268,70,"[[58, 60]]","(True, 71)"
2269,70,"[[59, 61]]","(True, 71)"
2270,70,"[[60, 62]]","(True, 71)"
2271,70,"[[61, 63]]","(True, 71)"
2272,70,"[[62, 64]]","(True, 71)"
2273,70,"[[63, 65]]","(True, 71)"
2274,70,"[[64, 66]]","(True, 71)"
2275,70,"[[65, 67]]","(True, 71)"
2276,70,"[[66, 68]]","(True, 71)"
2277,70,"[[67, 69]]","(True, 71)"
2278,71,"[[1, 3]]","(True, 72)"
2279,71,"[[2, 4]]","(True, 72)"
2280,71,"[[3, 5]]","(True, 72)"
2281,71,"[[4, 6]]","(True, 72)"
2282,71,"[[5, 7]]","(True, 72)"
2283,71,"[[6, 8]]","(True, 72)"
2284,71,"[[7, 9]]","(True, 72)"
2285,71,"[[8, 10]]","(True, 72)"
2286,71,"[[9, 11]]","(True, 72)"
2287,71,"[[10, 12]]","(True, 72)"
2288,71,"[[11, 13]]","(True, 72)"
2289,71,"[[12, 14]]","(True, 72)"
2290,71,"[[13, 15]]","(True, 72)"
2291,71,"[[14, 16]]","(True, 72)"
2292,71,"[[15, 17]]","(True, 72)"
2293,71,"[[16, 18]]","(True, 72)"
2294,71,"[[17, 19]]","(True, 72)"
2295,71,"[[18, 20]]","(True, 72)"
2296,71,"[[19, 21]]","(True, 72)"
2297,71,"[[20, 22]]","(True, 72)"
2298,71,"[[21, 23]]","(True, 72)"
2299,71,"[[22, 24]]","(True, 72)"
2300,71,"[[23, 25]]","(True, 72)"
2301,71,"[[24, 26]]","(True, 72)"
2302,71,"[[25, 27]]","(True, 72)"
2303,71,"[[26, 28]]","(True, 72)"
2304,71,"[[27, 29]]","(True, 72)"
2305,71,"[[28, 30]]","(True, 72)"
2306,71,"[[29, 31]]","(True, 72)"
2307,71,"[[30, 32]]","(True, 72)"
2308,71,"[[31, 33]]","(True, 72)"
2309,71,"[[32, 34]]","(True, 72)"
2310,71,"[[33, 35]]","(True, 72)"
2311,71,"[[34, 36]]","(True, 72)"
2312,71,"[[35, 37]]","(True, 72)"
2313,71,"[[36, 38]]","(True, 72)"
2314,71,"[[37, 39]]","(True, 72)"
2315,71,"[[38, 40]]","(True, 72)"
2316,71,"[[39, 41]]","(True, 72)"
2317,71,"[[40, 42]]","(True, 72)"
2318,71,"[[41, 43]]","(True, 72)"
2319,71,"[[42, 44]]","(True, 72)"
2320,71,"[[43, 45]]","(True, 72)"
2321,71,"[[44, 46]]","(True, 72)"
2322,71,"[[45, 47]]","(True, 72)"
2323,71,"[[46, 48]]","(True, 72)"
2324,71,"[[47, 49]]","(True, 72)"
2325,71,"[[48, 50]]","(True, 72)"
2326,71,"[[49, 51]]","(True, 72)"
2327,71,"[[50, 52]]","(True, 72)"
2328,71,"[[51, 53]]","(True, 72)"
2329,71,"[[52, 54]]","(True, 72)"
2330,71,"[[53, 55]]","(True, 72)"
2331,71,"[[54, 56]]","(True, 72)"
2332,71,"[[55, 57]]","(True, 72)"
2333,71,"[[56, 58]]","(True, 72)"
2334,71,"[[57, 59]]","(True, 72)"
2335,71,"[[58, 60]]","(True, 72)"
2336,71,"[[59, 61]]","(True, 72)"
2337,71,"[[60, 62]]","(True, 72)"
2338,71,"[[61, 63]]","(True, 72)"
2339,71,"[[62, 64]]","(True, 72)"
2340,71,"[[63, 65]]","(True, 72)"
2341,71,"[[64, 66]]","(True, 72)"
2342,71,"[[65, 67]]","(True, 72)"
2343,71,"[[66, 68]]","(True, 72)"
2344,71,"[[67, 69]]","(True, 72)"
2345,71,"[[68, 70]]","(True, 72)"
2346,72,"[[1, 3]]","(True, 73)"
2347,72,"[[2, 4]]","(True, 73)"
2348,72,"[[3, 5]]","(True, 73)"
2349,72,"[[4, 6]]","(True, 73)"
2350,72,"[[5, 7]]","(True, 73)"
2351,72,"[[6, 8]]","(True, 73)"
2352,72,"[[7, 9]]","(True, 73)"
2353,72,"[[8, 10]]","(True, 73)"
2354,72,"[[9, 11]]","(True, 73)"
2355,72,"[[10, 12]]","(True, 73)"
2356,72,"[[11, 13]]","(True, 73)"
2357,72,"[[12, 14]]","(True, 73)"
2358,72,"[[13, 15]]","(True, 73)"
2359,72,"[[14, 16]]","(True, 73)"
2360,72,"[[15, 17]]","(True, 73)"
2361,72,"[[16, 18]]","(True, 73)"
2362,72,"[[17, 19]]","(True, 73)"
2363,72,"[[18, 20]]","(True, 73)"
2364,72,"[[19, 21]]","(True, 73)"
2365,72,"[[20, 22]]","(True, 73)"
2366,72,"[[21, 23]]","(True, 73)"
2367,72,"[[22, 24]]","(True, 73)"
2368,72,"[[23, 25]]","(True, 73)"
2369,72,"[[24, 26]]","(True, 73)"
2370,72,"[[25, 27]]","(True, 73)"
2371,72,"[[26, 28]]","(True, 73)"
2372,72,"[[27, 29]]","(True, 73)"
2373,72,"[[28, 30]]","(True, 73)"
2374,72,"[[29, 31]]","(True, 73)"
2375,72,"[[30, 32]]","(True, 73)"
2376,72,"[[31, 33]]","(True, 73)"
2377,72,"[[32, 34]]","(True, 73)"
2378,72,"[[33, 35]]","(True, 73)"
2379,72,"[[34, 36]]","(True, 73)"
2380,72,"[[35, 37]]","(True, 73)"
2381,72,"[[36, 38]]","(True, 73)"
2382,72,"[[37, 39]]","(True, 73)"
2383,72,"[[38, 40]]","(True, 73)"
2384,72,"[[39, 41]]","(True, 73)"
2385,72,"[[40, 42]]","(True, 73)"
2386,72,"[[41, 43]]","(True, 73)"
2387,72,"[[42, 44]]","(True, 73)"
2388,72,"[[43, 45]]","(True, 73)"
2389,72,"[[44, 46]]","(True, 73)"
2390,72,"[[45, 47]]","(True, 73)"
2391,72,"[[46, 48]]","(True, 73)"
2392,72,"[[47, 49]]","(True, 73)"
2393,72,"[[48, 50]]","(True, 73)"
2394,72,"[[49, 51]]","(True, 73)"
2395,72,"[[50, 52]]","(True, 73)"
2396,72,"[[51, 53]]","(True, 73)"
2397,72,"[[52, 54]]","(True, 73)"
2398,72,"[[53, 55]]","(True, 73)"
2399,72,"[[54, 56]]","(True, 73)"
2400,72,"[[55, 57]]","(True, 73)"
2401,72,"[[56, 58]]","(True, 73)"
2402,72,"[[57, 59]]","(True, 73)"
2403,72,"[[58, 60]]","(True, 73)"
2404,72,"[[59, 61]]","(True, 73)"
2405,72,"[[60, 62]]","(True, 73)"
2406,72,"[[61, 63]]","(True, 73)"
2407,72,"[[62, 64]]","(True, 73)"
2408,72,"[[63, 65]]","(True, 73)"
2409,72,"[[64, 66]]","(True, 73)"
2410,72,"[[65, 67]]","(True, 73)"
2411,72,"[[66, 68]]","(True, 73)"
2412,72,"[[67, 69]]","(True, 73)"
2413,72,"[[68, 70]]","(True, 73)"
2414,72,"[[69, 71]]","(True, 73)"
2415,73,"[[1, 3]]","(True, 74)"
2416,73,"[[2, 4]]","(True, 74)"
2417,73,"[[3, 5]]","(True, 74)"
2418,73,"[[4, 6]]","(True, 74)"
2419,73,"[[5, 7]]","(True, 74)"
2420,73,"[[6, 8]]","(True, 74)"
2421,73,"[[7, 9]]","(True, 74)"
2422,73,"[[8, 10]]","(True, 74)"
2423,73,"[[9, 11]]","(True, 74)"
2424,73,"[[10, 12]]","(True, 74)"
2425,73,"[[11, 13]]","(True, 74)"
2426,73,"[[12, 14]]","(True, 74)"
2427,73,"[[13, 15]]","(True, 74)"
2428,73,"[[14, 16]]","(True, 74)"
2429,73,"[[15, 17]]","(True, 74)"
2430,73,"[[16, 18]]","(True, 74)"
2431,73,"[[17, 19]]","(True, 74)"
2432,73,"[[18, 20]]","(True, 74)"
2433,73,"[[19, 21]]","(True, 74)"
2434,73,"[[20, 22]]","(True, 74)"
2435,73,"[[21, 23]]","(True, 74)"
2436,73,"[[22, 24]]","(True, 74)"
2437,73,"[[23, 25]]","(True, 74)"
2438,73,"[[24, 26]]","(True, 74)"
2439,73,"[[25, 27]]","(True, 74)"
2440,73,"[[26, 28]]","(True, 74)"
2441,73,"[[27, 29]]","(True, 74)"
2442,73,"[[28, 30]]","(True, 74)"
2443,73,"[[29, 31]]","(True, 74)"
2444,73,"[[30, 32]]","(True, 74)"
2445,73,"[[31, 33]]","(True, 74)"
2446,73,"[[32, 34]]","(True, 74)"
2447,73,"[[33, 35]]","(True, 74)"
2448,73,"[[34, 36]]","(True, 74)"
2449,73,"[[35, 37]]","(True, 74)"
2450,73,"[[36, 38]]","(True, 74)"
2451,73,"[[37, 39]]","(True, 74)"
2452,73,"[[38, 40]]","(True, 74)"
2453,73,"[[39, 41]]","(True, 74)"
2454,73,"[[40, 42]]","(True, 74)"
2455,73,"[[41, 43]]","(True, 74)"
2456,73,"[[42, 44]]","(True, 74)"
2457,73,"[[43, 45]]","(True, 74)"
2458,73,"[[44, 46]]","(True, 74)"
2459,73,"[[45, 47]]","(True, 74)"
2460,73,"[[46, 48]]","(True, 74)"
2461,73,"[[47, 49]]","(True, 74)"
2462,73,"[[48, 50]]","(True, 74)"
2463,73,"[[49, 51]]","(True, 74)"
2464,73,"[[50, 52]]","(True, 74)"
2465,73,"[[51, 53]]","(True, 74)"
2466,73,"[[52, 54]]","(True, 74)"
2467,73,"[[53, 55]]","(True, 74)"
2468,73,"[[54, 56]]","(True, 74)"
2469,73,"[[55, 57]]","(True, 74)"
2470,73,"[[56, 58]]","(True, 74)"
2471,73,"[[57, 59]]","(True, 74)"
2472,73,"[[58, 60]]","(True, 74)"
2473,73,"[[59, 61]]","(True, 74)"
2474,73,"[[60, 62]]","(True, 74)"
2475,73,"[[61, 63]]","(True, 74)"
2476,73,"[[62, 64]]","(True, 74)"
2477,73,"[[63, 65]]","(True, 74)"
2478,73,"[[64, 66]]","(True, 74)"
2479,73,"[[65, 67]]","(True, 74)"
2480,73,"[[66, 68]]","(True, 74)"
2481,73,"[[67, 69]]","(True, 74)"
2482,73,"[[68, 70]]","(True, 74)"
2483,73,"[[69, 71]]","(True, 74)"
2484,73,"[[70, 72]]","(True, 74)"
2485,74,"[[1, 3]]","(True, 75)"
2486,74,"[[2, 4]]","(True, 75)"
2487,74,"[[3, 5]]","(True, 75)"
2488,74,"[[4, 6]]","(True, 75)"
2489,74,"[[5, 7]]","(True, 75)"
2490,74,"[[6, 8]]","(True, 75)"
2491,74,"[[7, 9]]","(True, 75)"
2492,74,"[[8, 10]]","(True, 75)"
2493,74,"[[9, 11]]","(True, 75)"
2494,74,"[[10, 12]]","(True, 75)"
2495,74,"[[11, 13]]","(True, 75)"
2496,74,"[[12, 14]]","(True, 75)"
2497,74,"[[13, 15]]","(True, 75)"
2498,74,"[[14, 16]]","(True, 75)"
2499,74,"[[15, 17]]","(True, 75)"
2500,74,"[[16, 18]]","(True, 75)"
2501,74,"[[17, 19]]","(True, 75)"
2502,74,"[[18, 20]]","(True, 75)"
2503,74,"[[19, 21]]","(True, 75)"
2504,74,"[[20, 22]]","(True, 75)"
2505,74,"[[21, 23]]","(True, 75)"
2506,74,"[[22, 24]]","(True, 75)"
2507,74,"[[23, 25]]","(True, 75)"
2508,74,"[[24, 26]]","(True, 75)"
2509,74,"[[25, 27]]","(True, 75)"
2510,74,"[[26, 28]]","(True, 75)"
2511,74,"[[27, 29]]","(True, 75)"
2512,74,"[[28, 30]]","(True, 75)"
2513,74,"[[29, 31]]","(True, 75)"
2514,74,"[[30, 32]]","(True, 75)"
2515,74,"[[31, 33]]","(True, 75)"
2516,74,"[[32, 34]]","(True, 75)"
2517,74,"[[33, 35]]","(True, 75)"
2518,74,"[[34, 36]]","(True, 75)"
2519,74,"[[35, 37]]","(True, 75)"
2520,74,"[[36, 38]]","(True, 75)"
2521,74,"[[37, 39]]","(True, 75)"
2522,74,"[[38, 40]]","(True, 75)"
2523,74,"[[39, 41]]","(True, 75)"
2524,74,"[[40, 42]]","(True, 75)"
2525,74,"[[41, 43]]","(True, 75)"
2526,74,"[[42, 44]]","(True, 75)"
2527,74,"[[43, 45]]","(True, 75)"
2528,74,"[[44, 46]]","(True, 75)"
2529,74,"[[45, 47]]","(True, 75)"
2530,74,"[[46, 48]]","(True, 75)"
2531,74,"[[47, 49]]","(True, 75)"
2532,74,"[[48, 50]]","(True, 75)"
2533,74,"[[49, 51]]","(True, 75)"
2534,74,"[[50, 52]]","(True, 75)"
2535,74,"[[51, 53]]","(True, 75)"
2536,74,"[[52, 54]]","(True, 75)"
2537,74,"[[53, 55]]","(True, 75)"
2538,74,"[[54, 56]]","(True, 75)"
2539,74,"[[55, 57]]","(True, 75)"
2540,74,"[[56, 58]]","(True, 75)"
2541,74,"[[57, 59]]","(True, 75)"
2542,74,"[[58, 60]]","(True, 75)"
2543,74,"[[59, 61]]","(True, 75)"
2544,74,"[[60, 62]]","(True, 75)"
2545,74,"[[61, 63]]","(True, 75)"
2546,74,"[[62, 64]]","(True, 75)"
2547,74,"[[63, 65]]","(True, 75)"
2548,74,"[[64, 66]]","(True, 75)"
2549,74,"[[65, 67]]","(True, 75)"
2550,74,"[[66, 68]]","(True, 75)"
2551,74,"[[67, 69]]","(True, 75)"
2552,74,"[[68, 70]]","(True, 75)"
2553,74,"[[69, 71]]","(True, 75)"
2554,74,"[[70, 72]]","(True, 75)"
2555,74,"[[71, 73]]","(True, 75)"
2556,75,"[[1, 3]]","(True, 76)"
2557,75,"[[2, 4]]","(True, 76)"
2558,75,"[[3, 5]]","(True, 76)"
2559,75,"[[4, 6]]","(True, 76)"
2560,75,"[[5, 7]]","(True, 76)"
2561,75,"[[6, 8]]","(True, 76)"
2562,75,"[[7, 9]]","(True, 76)"
2563,75,"[[8, 10]]","(True, 76)"
2564,75,"[[9, 11]]","(True, 76)"
2565,75,"[[10, 12]]","(True, 76)"
2566,75,"[[11, 13]]","(True, 76)"
2567,75,"[[12, 14]]","(True, 76)"
2568,75,"[[13, 15]]","(True, 76)"
2569,75,"[[14, 16]]","(True, 76)"
2570,75,"[[15, 17]]","(True, 76)"
2571,75,"[[16, 18]]","(True, 76)"
2572,75,"[[17, 19]]","(True, 76)"
2573,75,"[[18, 20]]","(True, 76)"
2574,75,"[[19, 21]]","(True, 76)"
2575,75,"[[20, 22]]","(True, 76)"
2576,75,"[[21, 23]]","(True, 76)"
2577,75,"[[22, 24]]","(True, 76)"
2578,75,"[[23, 25]]","(True, 76)"
2579,75,"[[24, 26]]","(True, 76)"
2580,75,"[[25, 27]]","(True, 76)"
2581,75,"[[26, 28]]","(True, 76)"
2582,75,"[[27, 29]]","(True, 76)"
2583,75,"[[28, 30]]","(True, 76)"
2584,75,"[[29, 31]]","(True, 76)"
2585,75,"[[30, 32]]","(True, 76)"
2586,75,"[[31, 33]]","(True, 76)"
2587,75,"[[32, 34]]","(True, 76)"
2588,75,"[[33, 35]]","(True, 76)"
2589,75,"[[34, 36]]","(True, 76)"
2590,75,"[[35, 37]]","(True, 76)"
2591,75,"[[36, 38]]","(True, 76)"
2592,75,"[[37, 39]]","(True, 76)"
2593,75,"[[38, 40]]","(True, 76)"
2594,75,"[[39, 41]]","(True, 76)"
2595,75,"[[40, 42]]","(True, 76)"
2596,75,"[[41, 43]]","(True, 76)"
